protein,X60_1,X60_2,X60_3,X60_4,X100_1,X100_2,X100_3,X100_4,X200_1,X200_2,X200_3,X200_4,X300_1,X300_2,X300_3,X300_4,X1000_1,X1000_2,X1000_3,X1000_4,f_value,p_value,q_value,significant
sll0486,623148.8941609999,675686.8061439999,519067.204839,546129.161787,333530.079064,282712.855288,263474.966064,205714.098741,380086.06561399996,328956.576537,353612.598238,365310.734584,333555.018928,426288.093422,404758.60232600005,406503.542223,794337.4726859999,536219.4290380001,656424.963525,735613.142149,25.895672133308864,1.3917017731956662e-06,2.7734628194399347e-05,Yes
ssr1600,597934.739058,986248.896469,1063963.87904,1134016.82825,1030018.76632,1319930.5479700002,1016409.85029,274035.700854,10372069.9815,9952330.545839999,5729922.97049,10972795.348,5451300.71513,7502177.51584,4698023.98859,4415927.713880001,6693258.5944,6697263.55143,3972133.4426,7269560.18165,25.700095248818666,1.4613127151314294e-06,2.871170757194851e-05,Yes
slr1055,2218269.89302062,1193626.73417029,694932.174165372,1022315.88293618,1190840.00639585,1441924.42654442,869451.4408420441,1444193.66330758,3810446.01043822,3152578.26020888,2508702.73962596,2941870.7781711,3101679.66630163,3976852.02004508,3238035.02769403,3446603.51457709,6228650.88149101,4251627.04707594,7964496.4502298,6909554.12402139,25.604232904938915,1.496867530568012e-06,2.8956863781077476e-05,Yes
sll1101,9905653.37639789,10610263.7908827,8344594.99001492,9940440.81317384,10838087.2214155,10374915.1917518,9330064.44059922,8595004.11497618,34879360.9281911,22749035.1825037,27796209.6489031,23135008.7135677,35472549.2207824,24993716.333683,21998536.8452608,28588157.3205044,12634832.8434948,12282784.7311203,12475989.938010901,11452940.7979341,25.555531440447744,1.5153054165008286e-06,2.8956863781077476e-05,Yes
slr1176,3051006.58120344,4758918.49945813,4286200.75700473,4138827.46256253,3769046.58443877,4275872.85374341,4576348.91271854,3190290.72302591,7180056.84429316,6010636.47401093,5735585.78859632,6249905.95830183,4708729.78711824,5154058.806414,4546773.95025731,4421871.37965686,2735730.26187926,1702509.28015821,2665924.70831388,1639701.94885646,25.193225249592807,1.6608398675955376e-06,3.130174840389842e-05,Yes
slr0670,2875791.2143849,2948433.86802311,3110656.61715846,2914243.91885414,3444097.15971334,3434027.45445251,3224080.32951288,2668141.86900161,3401039.17176441,3970130.29874683,3546715.25524039,3965907.1260417,2586634.45960429,2833278.6436307,2652117.154155,2308470.96540469,1574840.85648459,1240751.88362527,2224718.97693238,1073319.0575738,25.141481881829108,1.6828896991343238e-06,3.130174840389842e-05,Yes
sll0622,363317.861974,246282.831495,203567.669133,200229.611914,316228.313469,228471.780279,281792.077168,192332.637061,519730.295238,608394.161171,394792.270721,783739.9353100001,470737.55815299996,735330.051479,542215.215845,582809.094352,1034003.255,994295.2564790001,1370235.9455,895998.229991,24.91599630810066,1.7829305165404388e-06,3.272615882334095e-05,Yes
sll1097,11849159.0452791,25142316.153166503,19170934.6719228,21176104.3516471,33046427.0071159,22697888.0106006,21478605.8166252,17520282.3485865,38760202.2127239,40403457.8971449,33348991.4320257,49396080.3382345,40552140.7768484,53288441.9436963,43695764.9423068,48918222.0092276,58426905.13322261,55580040.453982495,56326781.6975416,46472338.5834713,24.845563450919716,1.8155477656649418e-06,3.289206666367005e-05,Yes
slr1196,1361460.20107532,1772041.40596301,1418615.98342591,2737562.74096551,4142344.78085624,3045712.71182911,3018318.30421018,5049285.38939343,5687849.15452638,4078814.35609996,4426281.62814302,4653674.37796295,5595592.47829578,4701726.19923051,5605314.08336722,5534137.238835299,7603338.39823525,10113939.0876006,6666853.4180662995,7798787.85258223,24.766693856819483,1.8528771141627899e-06,3.313799454175759e-05,Yes
slr1559,1500498.458884,1174493.3466100001,1618671.9346,1568766.101482,1455904.526544,1568043.741128,2493197.37839,2142141.568888,556673.743374,300894.814629,647561.011435,382144.741108,889439.8446879999,465463.85179499997,421274.675466,340146.530545,394176.56542359997,483940.26516300003,465613.24368599994,560104.122526,24.71541057570776,1.8776161397409141e-06,3.315537360681741e-05,Yes
slr0925,7367938.4178149,7293641.68844543,6894591.12977161,5582694.60546339,2927870.47459586,6788641.95599566,4966367.84593171,7644255.65206218,1626217.84839214,581493.968333225,1784960.87640399,1807943.96617623,1879573.71627526,1897647.87665169,574083.039044909,501235.80816703796,1161725.81287136,1363409.39789813,1033466.79749269,1321580.14663774,24.383301387171258,2.047187479983165e-06,3.569783168220644e-05,Yes
sll1526,10139180.8195589,12777455.851954,10225353.573685301,11360244.1755604,11002873.735907001,8547710.12112846,10500223.1178378,7204755.9313395005,8268689.96260369,7726263.40944642,7891479.66591166,8143241.98698991,7947321.07999859,6823490.51027207,6553247.47648135,7081042.48383626,3848405.63259682,3300636.29212076,5234214.527114499,2747438.0488003,24.257087617910074,2.116129727821817e-06,3.6366796954400175e-05,Yes
sll1987,2988398.84161467,3785138.41888976,3215313.88042939,3727816.50238896,2968416.58698669,2708715.87105429,2908383.36031403,2736731.99536685,4650802.23514674,4209132.14033158,3654921.880247,3633767.8580095,2231610.73349421,3339406.11749217,2800264.41090831,2376542.75310173,1936644.79087978,1312072.79882494,1398470.68683811,1373453.79446228,24.179494382027116,2.1598181700257503e-06,3.6366796954400175e-05,Yes
slr1226,2854679.47326557,4955491.31573263,3899848.3518842002,4496723.18012182,4797334.14197174,3468947.57874837,3645959.09479009,3142559.81168008,6132481.9148103,5430146.54133816,5799407.26818912,7092347.16596457,5146561.82663095,6999713.46531045,6261549.59190833,5825671.6977566,9506337.42213222,7867938.61293775,10349725.7242009,8412624.15875526,24.172582386431888,2.1637592453155657e-06,3.6366796954400175e-05,Yes
sll0336,549557.379386,1166488.115926,522217.4879484,943965.5497219999,865766.792439,431874.2738620999,664730.5101600001,570515.0299020001,2632358.5063400003,2747902.3390099998,2153774.617538,2678530.82761,2015365.0277560002,2825699.97316,2508583.33765,2258623.142957,2797418.9811,2092195.4690130001,3394723.937936,1869369.8034279998,23.808902536541854,2.3830891034660236e-06,3.957630118256075e-05,Yes
slr0361,953483.126618232,1354252.17556088,1053942.12694247,1178027.42500666,895099.0756976471,939291.136277693,844926.3070724721,1513099.4000609,1457087.43093062,1761456.65903218,1312217.58613348,2012533.33086386,1179894.48243531,2067064.95578605,1827735.69051297,1909072.61528399,2681981.62212629,2617746.67605322,3172376.95358021,3138375.66104641,23.677441867292163,2.468486641167283e-06,4.0512221934451286e-05,Yes
slr1150,415450.1601204001,427045.7003077,433328.852907,535870.184217,147277.09206139998,290898.25844109996,250401.6738525,994934.2259629999,3120835.537617,2302505.406044,1919795.926127,3136274.1623810004,1768782.04172,2797001.92916,1923784.809365,2115077.317564,2795569.980415,2931325.128023,2070898.349931,3767643.6086830003,23.34842657622865,2.697838768566152e-06,4.376145444360212e-05,Yes
slr0355,1281306.952528,2072101.383468,1921009.5792509997,2409003.82402,1056237.947928,2006115.7459599997,1454770.596219,1906629.804636,3534320.71858,3160710.1277900003,3540425.98283,3289634.0332400003,6174086.7104,3813711.9323400003,4046451.90941,4476660.15959,5482142.9101,6636613.74862,4497860.1791900005,5174241.46953,23.276598188959177,2.751063408070027e-06,4.411187878457112e-05,Yes
slr0752,14573375.063714301,20656383.710422304,17632044.3466031,16679206.878954,17117159.656146202,16792572.0573073,11036853.556424001,11447404.691184698,7462703.81347763,6459075.10029273,9782186.68682292,3345444.38579082,9736553.64855632,4261195.68882902,3135298.62518264,3251039.58882334,1758626.5259150001,1497859.10894901,3724187.15787471,1389145.4536863002,23.149075954575785,2.848514609225082e-06,4.51554304530567e-05,Yes
sll1525,32346594.3842326,44637841.7838764,43217562.1194399,42864129.152016,34144745.2043038,40851822.7627168,39610683.1390498,29610095.098593898,21370024.4109638,15025564.627043601,28622323.6950285,13613580.1680609,28252794.597517304,12371768.282243699,13133169.4657331,13916589.741473902,8621282.30446294,7430307.74273889,8472123.11125345,6294185.46326183,23.080927778868304,2.9021926424535566e-06,4.548942400250237e-05,Yes
sll1872,258123.450813,487605.457889,356024.616868,487973.596834,491177.16276800004,534417.3142029999,402205.38736500003,521904.18198500003,761785.748441,735965.161137,776295.559076,692548.921157,783464.104687,660602.3613989999,700673.3291770001,711761.3939489999,689779.9017609999,730900.522932,728726.5596479999,663280.7675310001,23.026549245606944,2.9458475723216277e-06,4.5660637370985234e-05,Yes
slr0783,8370338.25599883,9233135.63540123,7533194.56209095,8309605.52246633,7175263.03912576,7472040.07750604,5583936.71471529,6835880.33650785,17068572.0789787,12459598.983885901,14146073.0993588,11811779.971388001,13677352.228331199,11966423.5644787,13175378.288339801,12999924.362486802,11774554.877437301,11068377.908957198,9847659.46668789,11208642.0358638,22.966186674292974,2.9951800685654816e-06,4.5915123029108206e-05,Yes
sll0188,326038.538845758,652326.694422879,666417.4112204721,639485.9291482021,563881.9069726911,616136.3779527571,206816.595734075,1623990.58540872,2248606.66020314,1647396.7056306002,1978604.7382988997,2154303.75642339,2279693.37911815,1986982.57358431,1655328.58210837,2063113.0364474,3471984.05493098,2706532.56348258,2233240.83128904,3047824.41730641,22.79744927968505,3.138123837261632e-06,4.758350818456497e-05,Yes
slr1624,845469.9543239999,1146553.726717,1011454.680893,1035047.3732110001,981268.095873,919866.6037620001,812631.494859,922364.844917,966039.5959760001,968240.200877,763748.5789890001,972056.395724,898014.7314170001,1248210.276261,1104098.165172,1087352.2787569999,2094311.2256490001,1695052.460846,1557145.702859,1640344.284521,22.624324296129686,3.292872499887904e-06,4.899105821811718e-05,Yes
sll0430,7225802.995306799,7853741.48832975,6379857.7364877,7160377.96543562,9519477.81317965,6757001.13734808,7736988.0514041,3986415.05758352,20645779.4169593,21761756.182610698,15945144.067260599,25177647.066269502,17304347.862604503,27445566.4898537,18253527.2125982,21295590.0818322,39525430.281205796,26321027.2375892,46728582.423633,30248266.176255498,22.61528191217771,3.3011895860236665e-06,4.899105821811718e-05,Yes
sll2002,1132780.9435,1475964.8666299998,873411.630056,1584995.34445,1381304.45714,1443386.4908399999,1301970.53868,235918.707458,2161931.99846,2356369.55414,2254390.9459599997,2693124.53838,1575147.80555,2358375.2952799997,2164124.47623,2035727.32283,3428100.9292099997,3220317.9495900003,3238943.1762599996,2868449.20213,22.302851787117866,3.6037199586111915e-06,5.2917782550132755e-05,Yes
ssr3451,5038773.3697708,6292416.214819999,5087796.47404,6580894.27582,2898165.1514303,4957952.061980001,3052570.5708009996,2013062.748398,23056480.966789998,23102125.91124,14610792.770510001,24980823.87363,11087727.236189999,22296496.11789,16894535.150179997,13890932.9851,15369846.449529998,11671533.0431,16541197.8562,16223984.506970001,22.2015155306287,3.7085003940571193e-06,5.366165966459435e-05,Yes
slr0848,444696.50553059997,1442987.758856,431608.66002340004,1204682.572287,610720.9311061,341277.48121229996,447580.834653,736401.319013,2406911.207054,2002814.3232169999,1986914.175632,1898833.4454830003,1843653.724561,1992715.189116,1768274.361889,1871248.3831860002,1745083.3850470001,1792541.878482,1419439.891609,1893048.777848,22.179883098124762,3.731312535817672e-06,5.366165966459435e-05,Yes
slr1351,1084002.523332,1485341.635912,1256586.940216,1298115.0853229999,1573590.611699,1323535.156502,1513863.059899,333631.33598409995,2809025.753484,2807472.05605,2629169.421418,2947957.7582799997,3393498.0616099997,3151654.6787099997,3058912.81733,3684120.4237900004,3201238.656501,3188164.3941409998,3988061.4954370004,2235165.619138,22.07704308809112,3.841958264266228e-06,5.468909978215703e-05,Yes
ssl2598,13322796.1375,7220380.0124,7693894.05491,6310625.7562,3267006.57802,5880429.9918599995,6471349.5192599995,5732924.7024300005,471505.148029,157145.721918,1468449.00131,162165.804883,1442185.99431,87740.9749507,149445.408283,106638.68494199999,99544.59786919999,566785.437702,64762.288515199994,389802.968482,21.985876821311972,3.943160094935066e-06,5.5562710428630476e-05,Yes
sll0179,1740439.7474310002,928390.8725219999,2081891.5556150002,2255572.487365,2389468.309785,2304896.163286,2333955.217091,1840431.98095,4143067.412816,4450978.347058999,3500998.6933870004,4901326.2961989995,3734901.115526,4594958.457659,4062874.525597,3819257.66082,5103196.729512,4253306.535858001,5613247.9576779995,3793583.3321419996,21.93906431971827,3.9962969951419275e-06,5.564048126676611e-05,Yes
ssl0242,6606735.7434,6800816.99245,5349158.528940001,6595063.49194,8022047.069080001,7977831.57939,8125526.8617899995,7086744.518339999,27357053.10065,15718849.449529998,23527868.23774,16153222.39869,33538112.8933,21766462.70639,23602115.07128,28189928.270570002,30779088.27992,32140226.725670002,19171561.18699,30977435.69922,21.911078805804994,4.028450615013174e-06,5.564048126676611e-05,Yes
slr1342,2358247.42019211,2401270.15641924,1804826.93063264,2151013.54457374,2282479.49387273,1966324.51133871,1961646.07177594,1568600.36579046,1555120.65478756,1362089.47455651,1821786.28024016,1321572.13237656,1687947.11835119,1097713.84336712,1038630.54247426,1084650.1232302,666421.154963567,500431.64583304897,859219.4031718009,325964.322846595,21.808484544292224,4.148857207977566e-06,5.674172357969319e-05,Yes
ssr2554,962320.2445200001,2171785.5589799997,2052475.00564,2108945.66241,2632528.65545,2324873.26876,1693273.48496,2608824.97891,2943734.87235,3215458.31843,2674133.1571,3328760.90593,3163402.61751,2951518.74167,3508656.68054,3130053.0616900004,4002435.58079,4830840.69527,3951518.7949900003,4388299.24705,21.32116210411102,4.779429329901256e-06,6.387336807183752e-05,Yes
sll2005,521509.98542575794,681687.8188589229,554707.103146978,657969.8579316511,783999.8110694521,599101.607328894,679311.4558769229,585182.870149092,2731867.66256739,2626004.12024354,1933945.68604762,3278552.03447382,1939889.35545771,3151438.27736286,1764673.27687039,2353507.18508142,3245073.46266612,2187243.30893662,3030387.88242906,2116824.52270866,21.284639913049197,4.830900262178011e-06,6.387336807183752e-05,Yes
slr0876,1426295.6099969998,2657695.7907,2053174.780452,2095443.880318,1696950.878493,1631328.7680870001,1514466.0668620002,1406412.289756,1961337.5267830002,1913124.273018,1824921.8844319999,1656153.588094,1701394.164652,1474967.951864,1591418.489807,1680044.360173,405135.8438175,633289.903375,667037.5478072,519068.378114,21.27694594585342,4.8418233190426095e-06,6.387336807183752e-05,Yes
slr1818,297648.683669,211566.59544,195942.31320499998,239557.007607,187822.022959,158487.87034300002,177943.532964,152413.65292300002,619138.998539,627963.599547,399828.52887399995,727978.680829,306974.992583,642319.098213,465817.74293199996,414730.13279899996,698772.602384,601752.315024,853446.248045,816589.977163,21.268770760789923,4.853460226247152e-06,6.387336807183752e-05,Yes
slr0546,1365661.351192,1646154.9983120002,1067654.604969,1567389.33361,1330056.2906458,1577882.741809,1542271.9421020001,1503698.468699,2315442.660889,2732672.952282,1733026.687606,2369418.586466,1467090.9235,2462762.020609,2919207.16591,2473404.658303,3302664.404872,3348022.823148,3921193.908539,4022904.02335,21.135112300393306,5.048281194550103e-06,6.581637632147097e-05,Yes
sll0020,21557939.2949903,22153879.048591502,16568557.3165428,14491069.261864802,21157650.866353,13829322.8560278,15021640.456536401,9413524.20383479,30712807.332526002,32617070.015343398,24582582.3903776,36569763.6523534,22625201.9529624,37858667.50296839,32844708.618609697,30395145.9482047,54628193.0034346,38532492.929431796,48483227.8788699,44882436.565639295,21.049601391325837,5.177565664332637e-06,6.687688983096323e-05,Yes
slr1468,50604.7176491,190310.193275,123909.18665399999,146099.92062699998,67754.95236980001,137485.683541,95417.4666979,95963.29816880001,269603.878762,267462.115098,206620.234898,275014.60026,170632.270815,278108.604177,266573.46071,219324.66584499998,337831.804735,310884.384419,380292.99293400004,306233.873334,20.90494719329973,5.4049017396344465e-06,6.91728250164225e-05,Yes
slr0909,2913061.07838542,2479114.88822025,1546814.44216359,1561810.13790638,1620025.19597572,1730344.53009688,1867210.71323441,1846334.46272773,520788.74775611295,409730.383652584,588089.916056099,399287.118763862,552669.237369096,565955.088083046,415976.343474711,480413.972767641,547497.214255831,938289.519255617,1121476.09389527,774537.8763119259,20.756081353121015,5.650738542626429e-06,7.166163879058062e-05,Yes
sll0039,6255296.52440821,6354019.3574751,4969147.38870177,4912318.8141494,5053171.59301979,5041271.0976248,4974642.26460209,4156291.28922048,4069225.72452214,2686409.99656633,4137597.06172491,2183221.07057057,4467819.75142953,2380090.78642937,3619177.75582556,3175788.21448767,1519506.3969393,1583620.2645466998,1009971.62946894,1277327.80332688,20.544562984586648,6.022134269642088e-06,7.564734037176784e-05,Yes
sll0489,384695.063923,472229.34488999995,333719.016189,326534.650873,133802.296894,144047.619373,91579.0878468,219471.972355,110907.48140399999,87103.45445560002,213853.048557,110159.67219900001,74652.9976866,121652.91415999999,85455.19430399999,82220.5361577,149457.735621,148300.628853,223257.930809,139446.729307,20.51648768306137,6.073478223396415e-06,7.564734037176784e-05,Yes
